"tau_mean","tau_stdev","tau_median","tau_errlo","tau_errup","alpha_mean","alpha_stdev","alpha_median","alpha_errlo","alpha_errup","beta_mean","beta_stdev","beta_median","beta_errlo","beta_errup","logZsun_mean","logZsun_stdev","logZsun_median","logZsun_errlo","logZsun_errup"
1.299620740649048578e+01,3.807509422290441918e-03,1.299736601110844347e+01,1.299304590521042080e+01,1.299933999389991257e+01,5.140967221996391601e+01,8.937828588006999642e-01,5.142433645704021217e+01,5.054677894597580234e+01,5.230012775305787187e+01,2.424513503520621782e+00,1.939135867027897420e-01,2.415184515605739879e+00,2.243647080203523103e+00,2.614747658469875891e+00,1.969123619299721906e-01,1.579477543770036255e-02,1.964322119485033546e-01,1.821018015049920002e-01,2.126234785904905777e-01
