logz logzerr logvol nlive logl logwt insert_order
-1.634266352142866817e+05 8.915321563991761877e+02 -3.325000000000002398e-01 4.000000000000000000e+02 -1.632831406250000000e+05 -1.632894658392866841e+05 nan
-1.632894658392866841e+05 3.600925494535781013e+02 -3.350000000000002420e-01 4.000000000000000000e+02 -1.611195468750000000e+05 -1.611258745892866864e+05 nan
-1.611258745892866864e+05 1.248709407792380944e+03 -3.375000000000002442e-01 4.000000000000000000e+02 -1.609010625000000000e+05 -1.609073927142866887e+05 nan
-1.609073927142866887e+05 8.191621285110267081e+01 -3.400000000000002465e-01 4.000000000000000000e+02 -1.600662187500000000e+05 -1.600725514642866910e+05 nan
-1.600725514642866910e+05 3.551693291481551000e+02 -3.425000000000002487e-01 4.000000000000000000e+02 -1.593529218750000000e+05 -1.593592570892866934e+05 nan
-1.593592570892866934e+05 6.248590330963332917e+02 -3.450000000000002509e-01 4.000000000000000000e+02 -1.593180468750000000e+05 -1.593243845892866957e+05 nan
-1.593243845892866957e+05 1.534597833853075777e+01 -3.475000000000002531e-01 4.000000000000000000e+02 -1.580507187500000000e+05 -1.580570589642866980e+05 nan
-1.580570589642866980e+05 6.285893238593140495e+02 -3.500000000000002554e-01 4.000000000000000000e+02 -1.577013593750000000e+05 -1.577077020892867004e+05 nan
-1.577077020892867004e+05 4.573440719760876050e+02 -3.525000000000002576e-01 4.000000000000000000e+02 -1.572170312500000000e+05 -1.572233764642867027e+05 nan
-1.572233764642867027e+05 5.695711478285726344e+02 -3.550000000000002598e-01 4.000000000000000000e+02 -1.571026562500000000e+05 -1.571090039642867050e+05 nan
-1.571090039642867050e+05 2.716863491062005664e+02 -3.575000000000002620e-01 4.000000000000000000e+02 -1.558290312500000000e+05 -1.558353814642866782e+05 nan
-1.558353814642866782e+05 7.707556882803420422e+02 -3.600000000000002642e-01 4.000000000000000000e+02 -1.552300000000000000e+05 -1.552363527142866806e+05 nan
-1.552363527142866806e+05 6.897380920275098788e+02 -3.625000000000002665e-01 4.000000000000000000e+02 -1.550920781250000000e+05 -1.550984333392866829e+05 nan
-1.550984333392866829e+05 7.365807528161413984e+02 -3.650000000000002687e-01 4.000000000000000000e+02 -1.542367812500000000e+05 -1.542431389642866852e+05 nan
-1.542431389642866852e+05 5.291349047628092421e+02 -3.675000000000002709e-01 4.000000000000000000e+02 -1.538934375000000000e+05 -1.538997977142866876e+05 nan
-1.538997977142866876e+05 3.387925504741652958e+02 -3.700000000000002731e-01 4.000000000000000000e+02 -1.529522968750000000e+05 -1.529586595892866899e+05 nan
-1.529586595892866899e+05 6.861980933499313551e+02 -3.725000000000002753e-01 4.000000000000000000e+02 -1.526893906250000000e+05 -1.526957558392866922e+05 nan
-1.526957558392866922e+05 4.934526968141619250e+02 -3.750000000000002776e-01 4.000000000000000000e+02 -1.524907812500000000e+05 -1.524971489642866945e+05 nan
-1.524971489642866945e+05 5.810912950903490355e+02 -3.775000000000002798e-01 4.000000000000000000e+02 -1.522893125000000000e+05 -1.522956827142866969e+05 nan
-1.522956827142866969e+05 4.341146129473111159e+02 -3.800000000000002820e-01 4.000000000000000000e+02 -1.517768750000000000e+05 -1.517832477142866992e+05 nan
-1.517832477142866992e+05 3.742160935900016625e+02 -3.825000000000002842e-01 4.000000000000000000e+02 -1.513317968750000000e+05 -1.513381720892867015e+05 nan
-1.513381720892867015e+05 3.002865988070068397e+02 -3.850000000000002864e-01 4.000000000000000000e+02 -1.511912968750000000e+05 -1.511976745892867038e+05 nan
-1.511976745892867038e+05 2.109674119063370483e+02 -3.875000000000002887e-01 4.000000000000000000e+02 -1.496786718750000000e+05 -1.496850520892866771e+05 nan
-1.496850520892866771e+05 8.306170290542794419e+02 -3.900000000000002909e-01 4.000000000000000000e+02 -1.488723906250000000e+05 -1.488787733392866794e+05 nan
-1.488787733392866794e+05 1.060226543926509748e+03 -3.925000000000002931e-01 4.000000000000000000e+02 -1.475563437500000000e+05 -1.475627289642866817e+05 nan
-1.475627289642866817e+05 1.489054216321073454e+03 -3.950000000000002953e-01 4.000000000000000000e+02 -1.467543906250000000e+05 -1.467607783392866841e+05 nan
-1.467607783392866841e+05 1.512302710484668978e+03 -3.975000000000002975e-01 4.000000000000000000e+02 -1.460151250000000000e+05 -1.460215152142866864e+05 nan
-1.460215152142866864e+05 1.056571856606513620e+03 -4.000000000000002998e-01 4.000000000000000000e+02 -1.459913750000000000e+05 -1.459977677142866887e+05 nan
-1.459977677142866305e+05 2.083684649254110752e+02 -4.025000000000003020e-01 4.000000000000000000e+02 -1.433154531250000000e+05 -1.433218483392866910e+05 nan
-1.433218483392866910e+05 1.421430209022867757e+03 -4.050000000000003042e-01 4.000000000000000000e+02 -1.429919375000000000e+05 -1.429983352142866934e+05 nan
-1.429983352142866934e+05 1.099044675099239157e+03 -4.075000000000003064e-01 4.000000000000000000e+02 -1.417177812500000000e+05 -1.417241814642866957e+05 nan
-1.417241814642866957e+05 1.522226589875346463e+03 -4.100000000000003086e-01 4.000000000000000000e+02 -1.405623593750000000e+05 -1.405687620892866980e+05 nan
-1.405687620892866980e+05 1.488577708898827041e+03 -4.125000000000003109e-01 4.000000000000000000e+02 -1.402436093750000000e+05 -1.402500145892867004e+05 nan
-1.402500145892867004e+05 1.583049375221489072e+03 -4.150000000000003131e-01 4.000000000000000000e+02 -1.400109062500000000e+05 -1.400173139642867027e+05 nan
-1.400173139642867027e+05 2.066185022077477242e+02 -4.175000000000003153e-01 4.000000000000000000e+02 -1.390750156250000000e+05 -1.390814258392867050e+05 nan
-1.390814258392867050e+05 5.352982275757622119e+02 -4.200000000000003175e-01 4.000000000000000000e+02 -1.386800625000000000e+05 -1.386864752142866782e+05 nan
-1.386864752142866782e+05 3.773502435091410803e+02 -4.225000000000003197e-01 4.000000000000000000e+02 -1.386189843750000000e+05 -1.386253995892866806e+05 nan
-1.386253995892866806e+05 3.849175069178808712e+02 -4.250000000000003220e-01 4.000000000000000000e+02 -1.378997031250000000e+05 -1.379061208392866829e+05 nan
-1.379061208392866829e+05 6.304311254011259962e+02 -4.275000000000003242e-01 4.000000000000000000e+02 -1.377927187500000000e+05 -1.377991389642866852e+05 nan
