"t0_mean","t0_stdev","t0_median","t0_errlo","t0_errup","tau_mean","tau_stdev","tau_median","tau_errlo","tau_errup","logZsun_mean","logZsun_stdev","logZsun_median","logZsun_errlo","logZsun_errup"
1.078303863382662264e+01,1.466779738243350617e-01,1.083996613104100959e+01,1.062386324088043388e+01,1.093339864394681982e+01,4.554068634596446508e-01,2.518719362477202586e-02,4.457157112037627988e-01,4.298222831267616839e-01,4.829194859518413652e-01,1.685434994546181342e-01,3.067519894067653741e-02,1.773406420117962234e-01,1.335643916364874784e-01,2.002951631033051960e-01
