weight logl t0 tau logZsun
0.000000000000000000e+00 -1.588888625000000000e+06 1.340478306062257019e+01 1.504970065368868903e+00 -1.590204814696374314e-01
0.000000000000000000e+00 -1.583092625000000000e+06 1.314762153187779425e+01 4.179878720580104456e+00 -1.433543551148574124e+00
0.000000000000000000e+00 -1.559990875000000000e+06 1.337718311637854640e+01 2.012192796558757824e+00 -2.514474769993610970e-01
0.000000000000000000e+00 -1.555814375000000000e+06 1.266792596155821471e+01 2.396172953200241817e+00 -2.356648829791734290e+00
0.000000000000000000e+00 -1.540042375000000000e+06 1.256176316800268111e+01 4.358536740726981051e+00 -2.300090207004483744e+00
0.000000000000000000e+00 -1.539175625000000000e+06 1.335704538842188782e+01 2.189678704405470189e+00 -2.420630486531907266e-01
0.000000000000000000e+00 -1.535600500000000000e+06 1.298192601534215029e+01 1.595214229613930224e+00 -1.619650751530677057e+00
0.000000000000000000e+00 -1.530921625000000000e+06 1.264237111451593165e+01 7.028776488393179811e+00 -2.082677385551232607e+00
0.000000000000000000e+00 -1.528083875000000000e+06 1.257016747909209542e+01 3.009405110731203425e+00 -2.294436620122941584e+00
0.000000000000000000e+00 -1.495763000000000000e+06 1.284078684440542339e+01 5.976294678797311910e+00 -1.602180858709208566e+00
0.000000000000000000e+00 -1.489624500000000000e+06 1.251637184976665651e+01 2.105455864233744645e+00 -2.340951981535155824e+00
0.000000000000000000e+00 -1.479704750000000000e+06 1.309253506149365620e+01 2.843178853052252264e-01 -2.189650745300484758e+00
0.000000000000000000e+00 -1.462887125000000000e+06 1.275197106831040550e+01 1.052907823787839758e+00 -2.053096195128618184e+00
0.000000000000000000e+00 -1.455956000000000000e+06 1.278078628074446677e+01 1.502388933712536456e+00 -1.771429480710521975e+00
0.000000000000000000e+00 -1.455044375000000000e+06 1.343680854389272206e+01 3.899766843100172853e+00 -7.202640363989789574e-01
0.000000000000000000e+00 -1.450584000000000000e+06 1.260919133424008720e+01 2.681903771087923438e+00 -1.942044083523873477e+00
0.000000000000000000e+00 -1.450006375000000000e+06 1.325504126936985649e+01 1.369074587153296108e+00 -1.121240584577351429e+00
0.000000000000000000e+00 -1.440380500000000000e+06 1.309511558366671657e+01 3.300867849896500505e+00 -1.267282196248322945e+00
0.000000000000000000e+00 -1.429617000000000000e+06 1.292822611294739232e+01 5.228331237097565420e-01 -1.950915840557495784e+00
0.000000000000000000e+00 -1.426829000000000000e+06 1.303978211593428149e+01 1.245806852585136903e+00 2.668697114896372291e-01
0.000000000000000000e+00 -1.425198500000000000e+06 1.321970081293271448e+01 7.802294313384888547e+00 -3.869475202614331977e-01
