t0 tau logZsun
1.085985456490771206e+01 4.399648328923310148e-01 1.752944106308733652e-01
1.059253851225298426e+01 4.872672548275907567e-01 1.248719885657689765e-01
1.046493343029816003e+01 5.110281448063224152e-01 1.089927268270880489e-01
1.060911258535146828e+01 4.866719893997507596e-01 1.400621824340264610e-01
1.093053595037430625e+01 4.325185455701935910e-01 2.067510338779428025e-01
1.054253236725864262e+01 4.945545253445074452e-01 1.144075287051085077e-01
1.089967252239412332e+01 4.351566132713066692e-01 1.844282187096704106e-01
1.107215933349492332e+01 4.049935673219332011e-01 2.267384130385545760e-01
1.071278905720887664e+01 4.666801196339678826e-01 1.610271976996755505e-01
1.058545329010780556e+01 4.890604116182435401e-01 1.221449463427402016e-01
1.087669044822094477e+01 4.415907949909449459e-01 1.966197734827312971e-01
1.085816833394915371e+01 4.447542042641798310e-01 1.904652717450758814e-01
1.041907068685125459e+01 5.209690015621275538e-01 1.010744134849628217e-01
1.090032035552973433e+01 4.371513996587778061e-01 2.041267387122656096e-01
1.060157222274108335e+01 4.891366567824611544e-01 1.449526471367743596e-01
1.067150786639113313e+01 4.777131219679573437e-01 1.595138141575196400e-01
1.091892200657127177e+01 4.307529178868917952e-01 1.852438244920504573e-01
1.066161124304737484e+01 4.763552951071313712e-01 1.483940795297895576e-01
1.069533079372350315e+01 4.703085596642849753e-01 1.576851457422967506e-01
1.095516060441493877e+01 4.235862577080236613e-01 1.967268293019293068e-01
1.104597759347257657e+01 4.086677959947367378e-01 2.204406757939736394e-01
1.068155699417941307e+01 4.723417485037570418e-01 1.514023087123819167e-01
1.094711263331053885e+01 4.250875191702611633e-01 1.905897892603136690e-01
1.065730219763130471e+01 4.772481813241472026e-01 1.457470886009191169e-01
1.095516060441493877e+01 4.235862577080236613e-01 1.967268293019293068e-01
1.091819924827574795e+01 4.330368712809991583e-01 1.933226084578412163e-01
1.089267631492325172e+01 4.356365795318125622e-01 1.830280056452449067e-01
1.061548491757219104e+01 4.809844624266612079e-01 1.190968718644138669e-01
1.066826261091746453e+01 4.733068937374265150e-01 1.415905716192984443e-01
1.067686230524660118e+01 4.720457128721624596e-01 1.427896356458902005e-01
1.069963830666724469e+01 4.697859314088542737e-01 1.558611917453935902e-01
1.068370410506877022e+01 4.725011035780424251e-01 1.555525531666037686e-01
1.070982049748060660e+01 4.656815449965199805e-01 1.498788407271507417e-01
1.071712810412669015e+01 4.633153669043590939e-01 1.487891591624608267e-01
1.092893676190321983e+01 4.332731727900961394e-01 2.058020677645866492e-01
1.068219084882603731e+01 4.740148390379013144e-01 1.560671325004614474e-01
1.060710205203630352e+01 4.853003125939941431e-01 1.302953123809778013e-01
1.070080962498010990e+01 4.678592898413532208e-01 1.515678240501205920e-01
1.066200670799672778e+01 4.760256494932541549e-01 1.455109813109238814e-01
1.092769393135332834e+01 4.325461242690639141e-01 2.048601560238889618e-01
1.063800736172512096e+01 4.802335572268166541e-01 1.333753581978207592e-01
1.085782183273272672e+01 4.434487187763205829e-01 1.869955444384885368e-01
1.071867212959039328e+01 4.674749067843534389e-01 1.658993963012993511e-01
1.068188972947772442e+01 4.703802489218305016e-01 1.374629975036798513e-01
1.059545551413375009e+01 4.867708329478084295e-01 1.302831873629726189e-01
1.054996760323124683e+01 4.937021439978739878e-01 1.165279117401376574e-01
1.065705385243418668e+01 4.813783915244554956e-01 1.617057914171189381e-01
1.095521495524080002e+01 4.276385623447217510e-01 2.147104193887066081e-01
1.091453236984631836e+01 4.326821499929161541e-01 1.957884217775700542e-01
1.095251963672275863e+01 4.246749559768169813e-01 1.953910594936756340e-01
1.098491125230978227e+01 4.190187690011182853e-01 2.098810200164242801e-01
1.058216643666546908e+01 4.920707688861041262e-01 1.351209873441754361e-01
1.058532803680201795e+01 4.900161602028716978e-01 1.335643916364874784e-01
1.068389134921429218e+01 4.699049586823931257e-01 1.392417304551529789e-01
1.089927964738249599e+01 4.364257736058071435e-01 1.914818306331431685e-01
1.057539772739941419e+01 4.895698984559062050e-01 1.189951197691128115e-01
1.093452116255200579e+01 4.292329961621602630e-01 1.946731981674449941e-01
1.094348683075300421e+01 4.292781536402767162e-01 2.069595246493030061e-01
1.060253003728045940e+01 4.862474754107140584e-01 1.283635166489736079e-01
1.091876248124928139e+01 4.320147075156607896e-01 1.950687299190052570e-01
1.089467054994577566e+01 4.393067056006781934e-01 2.025281973050057083e-01
1.064193028569235011e+01 4.780781491158695440e-01 1.315952314147486035e-01
1.062707077943214529e+01 4.808659411017253693e-01 1.253069525237933135e-01
1.061246690684716576e+01 4.817475207073100285e-01 1.193287138542165060e-01
1.094074732494594748e+01 4.283316058192002118e-01 1.964589860504069030e-01
1.093831642811997718e+01 4.295657511473643386e-01 2.040490726115713471e-01
1.091777180122225666e+01 4.326637407437388116e-01 1.967930758192975027e-01
1.093120620113038832e+01 4.287964849459187100e-01 1.921744980345190257e-01
1.091250802208853798e+01 4.301419070613518025e-01 1.772713522549000942e-01
1.067474400113772859e+01 4.724860586272276453e-01 1.379458389614800495e-01
1.090126004857087594e+01 4.330379457491358441e-01 1.807505020824020647e-01
1.090606246605702623e+01 4.350059435997717383e-01 1.963889110651346748e-01
1.060363050730624046e+01 4.887811350506447439e-01 1.452645870016930907e-01
1.090643579570527244e+01 4.350534032880256086e-01 1.944893187232050735e-01
1.093602357011142523e+01 4.319661871435817035e-01 2.135713386571800321e-01
1.091801594531001207e+01 4.327159257023167060e-01 1.975776264784068204e-01
1.092964040164408246e+01 4.298708670321945147e-01 1.949809033343812281e-01
1.066844377423190338e+01 4.765439973504816962e-01 1.517363456281204392e-01
1.089965977951045595e+01 4.351387866422566919e-01 1.859591307415655592e-01
1.071756057483340108e+01 4.635205821141429872e-01 1.522911957599317745e-01
1.088194851440527877e+01 4.374756315661832429e-01 1.813701415876760592e-01
1.062521297717526991e+01 4.831339611929967859e-01 1.406024065708684212e-01
1.056864169099887008e+01 4.914426147233860731e-01 1.194012397662840286e-01
1.087988005803946123e+01 4.398198551805103107e-01 1.931243324644693615e-01
1.068101727113652899e+01 4.734916424971262749e-01 1.504703382787511146e-01
1.059394602001605534e+01 4.869487115494047780e-01 1.231500259399305186e-01
1.094429613022095005e+01 4.267043932362611924e-01 1.988826024323184782e-01
1.094096282113926932e+01 4.284002590238139563e-01 2.051938718952852625e-01
1.093801113407818626e+01 4.284805502947405809e-01 1.962781803490880606e-01
1.064124696626074673e+01 4.808917251389234759e-01 1.442131441969274341e-01
1.096264444011146821e+01 4.234616080430674834e-01 2.068706587373410066e-01
1.054204264974231009e+01 4.943820510746014252e-01 1.146166702325350784e-01
1.066384498141072079e+01 4.751403760021757905e-01 1.431450347113694122e-01
1.078243596452996833e+01 4.535742080450071434e-01 1.762214246853752719e-01
1.094641629677683170e+01 4.263953466871615028e-01 1.958614583652629193e-01
1.099266343532875823e+01 4.160367646281197818e-01 2.056670111260743283e-01
1.090896928433406821e+01 4.339588056603831956e-01 1.897223182652778561e-01
1.092755143614486002e+01 4.310177521184007654e-01 2.000839844232422671e-01
1.091777180122225666e+01 4.326637407437388116e-01 1.967930758192975027e-01
1.091558723842999790e+01 4.325539320729639425e-01 1.899560143632808007e-01
1.068761925089148335e+01 4.716047479303375756e-01 1.496162868785448907e-01
1.066139159500376543e+01 4.726843146017982167e-01 1.258038988338792130e-01
1.055596410210170255e+01 4.941546165364097409e-01 1.312903489058121487e-01
1.089206606406361466e+01 4.380180082721793489e-01 1.957913952987571093e-01
1.064781416384149182e+01 4.768372552461620506e-01 1.324809243573201734e-01
1.063736708220070781e+01 4.814788096510494997e-01 1.436592539188250583e-01
1.089039718491318887e+01 4.385925950916623184e-01 1.921330314789453375e-01
1.088122963483131933e+01 4.386655723741121893e-01 1.843816031631675401e-01
1.088242072526737481e+01 4.375017020814876423e-01 1.817577753743462310e-01
1.064340767891969719e+01 4.817345392741004817e-01 1.476976047622775567e-01
1.066132497688827918e+01 4.768481410550863275e-01 1.505622087105971119e-01
1.093271764323410267e+01 4.292259394544035156e-01 1.967253400274695530e-01
1.092804057399885487e+01 4.311108311481208211e-01 1.993660499459473101e-01
1.067599186546744150e+01 4.743847716665561820e-01 1.535645832839689362e-01
1.094160680874501246e+01 4.281975694810386535e-01 2.004632343533434558e-01
1.091206483631119184e+01 4.359953386266071096e-01 2.042682494952670069e-01
1.058123849840365516e+01 4.879970407788331022e-01 1.214640646245652711e-01
1.093062837413782518e+01 4.312879266903716369e-01 2.006124485677784897e-01
1.089351471476930655e+01 4.358753538298197894e-01 1.857694573490373813e-01
1.096218839562281921e+01 4.254305837938777146e-01 2.085618980682180101e-01
1.089517716833472960e+01 4.334634938201523124e-01 1.752549138492942582e-01
1.091123483847679410e+01 4.311706480547269904e-01 1.842805149844233270e-01
1.062085776161544182e+01 4.808141500091112630e-01 1.241846359787510679e-01
1.095326264944729822e+01 4.247373949931330661e-01 1.941676373051506310e-01
1.097338812832436972e+01 4.229970718948711794e-01 2.133755357436557532e-01
1.084645897403934001e+01 4.471610688219458396e-01 1.948102406785916507e-01
1.094976221923833393e+01 4.255619698860992339e-01 1.948288528113955032e-01
1.069009161107493178e+01 4.704327603648534306e-01 1.528644713745102024e-01
1.090832463495869753e+01 4.339105457238079389e-01 1.942487926495841677e-01
1.093762858222389944e+01 4.301159711262565466e-01 2.056405837751582588e-01
1.062686169515656864e+01 4.805273084276210915e-01 1.256486824171343386e-01
1.051472581079097424e+01 5.013737488912386464e-01 1.239857126537988741e-01
1.067599186546744150e+01 4.743847716665561820e-01 1.535645832839689362e-01
1.083676462666462825e+01 4.468483670391283358e-01 1.844582918402553062e-01
1.066817702221740483e+01 4.725406540781249554e-01 1.318552605768990027e-01
1.058827284678810621e+01 4.900958520098868676e-01 1.365829353787750833e-01
1.087576697646566082e+01 4.419845721034605379e-01 1.989654641483253883e-01
1.067082079486812241e+01 4.747237523610545740e-01 1.511702979443292350e-01
1.063278580821863883e+01 4.815148845629296792e-01 1.369121813048228553e-01
1.060710205203630352e+01 4.853003125939941431e-01 1.302953123809778013e-01
1.057110674207023848e+01 4.936834639891004017e-01 1.336634067917632507e-01
1.091632122494279145e+01 4.314200605839820790e-01 1.906365032990660069e-01
1.091038554323919740e+01 4.348215883297185669e-01 1.982527642325178086e-01
1.087146592445615667e+01 4.403240304170981667e-01 1.859272234486488706e-01
1.064681389910150955e+01 4.809351079165114506e-01 1.455265972711430322e-01
1.063422889869887555e+01 4.799744177224645747e-01 1.364077239476459980e-01
1.093452116255200579e+01 4.292329961621602630e-01 1.946731981674449941e-01
1.066636678074949529e+01 4.772060934735818938e-01 1.552606672021918932e-01
1.046842156585162975e+01 5.108415732509173912e-01 1.167108903816731491e-01
1.069230900246412475e+01 4.701867817749876832e-01 1.518777004870242031e-01
1.093477269297268961e+01 4.303578986834097342e-01 2.007334409163346045e-01
1.092938491527693046e+01 4.314057648214731366e-01 2.033298056901235995e-01
1.071314929292768170e+01 4.660423796626312343e-01 1.544240637113345471e-01
1.084023904901213342e+01 4.462199741433405809e-01 1.832678921063974897e-01
1.090111631106921664e+01 4.368972466807516941e-01 1.993272603947282562e-01
1.058123849840365516e+01 4.879970407788331022e-01 1.214640646245652711e-01
1.063278580821863883e+01 4.815148845629296792e-01 1.369121813048228553e-01
1.046952878834744638e+01 5.078503381769636782e-01 1.004851066104235358e-01
1.088481938469809762e+01 4.397892056517590520e-01 1.918570010687292715e-01
1.062077255121359443e+01 4.838522838602776766e-01 1.352306738265220964e-01
1.067400253331668125e+01 4.755404859056859279e-01 1.500649086733130133e-01
1.068637875287857320e+01 4.726853203515590796e-01 1.517406048178484568e-01
1.067960522032809401e+01 4.715348405099546447e-01 1.399065125097482820e-01
1.090025634318664594e+01 4.355317206427842813e-01 1.875356260295628630e-01
1.091863284235662057e+01 4.337252900398279598e-01 2.002951631033051960e-01
1.067259320842639880e+01 4.776333623627102010e-01 1.662793984584483020e-01
1.092745930483434691e+01 4.308780158019743234e-01 1.966969521269565924e-01
1.063427186791317780e+01 4.798659264722847095e-01 1.328048091859228563e-01
1.094541678269142793e+01 4.274882972891215216e-01 2.015725335378228955e-01
1.070839958741041009e+01 4.640749593685832286e-01 1.400723122448983560e-01
1.056997786483953128e+01 4.919751299611376250e-01 1.229299994716952504e-01
1.091244862433298835e+01 4.354378008718874926e-01 2.014253926467373113e-01
1.090508625560151756e+01 4.357530246129077689e-01 1.933718873378822423e-01
1.067072668836654259e+01 4.728492908798134775e-01 1.349402662914718221e-01
1.061998149941581460e+01 4.811917367727872596e-01 1.276846527660886466e-01
1.068556174049887986e+01 4.704648809456820624e-01 1.443951621994234991e-01
1.066077241471793791e+01 4.768381307054446738e-01 1.475861163797951292e-01
1.082818111313588716e+01 4.478215577592364882e-01 1.814253545413198054e-01
1.065254846283032286e+01 4.776296049812452926e-01 1.437990366744283932e-01
1.083041406934099626e+01 4.466652771253523113e-01 1.774794715166105874e-01
1.068395893497928206e+01 4.748793050871199517e-01 1.599456476000966632e-01
1.092020031715748907e+01 4.336243741317788447e-01 2.021699132933880705e-01
1.091080542245544116e+01 4.333785833095302742e-01 1.942113556334401636e-01
1.091055705291237210e+01 4.373887279262402283e-01 2.054821471589174386e-01
1.094348683075300421e+01 4.292781536402767162e-01 2.069595246493030061e-01
1.091558723842999790e+01 4.325539320729639425e-01 1.899560143632808007e-01
1.089485843726182424e+01 4.342505078680948816e-01 1.774560145895960339e-01
1.094983244468894945e+01 4.272143685655093170e-01 2.069705922905558104e-01
1.046495915644090857e+01 5.124492663937901815e-01 1.189374193250487544e-01
1.066429451771390369e+01 4.764209079294412508e-01 1.449460336912049563e-01
1.095936728541690641e+01 4.279331975139883948e-01 2.170739782008670460e-01
1.091851894459773753e+01 4.338527581338569306e-01 2.010522325849626313e-01
1.062996802463320734e+01 4.805256850934939705e-01 1.255310441852381942e-01
1.091748486749389357e+01 4.323425449037938129e-01 1.907820668526740704e-01
1.069001691784575492e+01 4.705970527019124883e-01 1.545627214387721438e-01
1.059394602001605534e+01 4.869487115494047780e-01 1.231500259399305186e-01
1.093160520897025023e+01 4.323129898960419437e-01 2.120967932576602877e-01
1.064798169662948446e+01 4.804768388308612859e-01 1.479918548560150704e-01
1.064751895535489368e+01 4.777758964955214904e-01 1.344900697792188460e-01
1.083604115640908105e+01 4.456729816509355513e-01 1.771690984189531193e-01
1.096480598501256054e+01 4.214187445186951542e-01 1.997006312777647175e-01
1.059471599734144753e+01 4.892653377924740532e-01 1.367784541002619036e-01
1.070629629383601156e+01 4.693129058452040203e-01 1.607675692436187909e-01
1.058182783983748365e+01 4.923267532850469919e-01 1.348526190309149442e-01
1.087381497454539314e+01 4.402612459595992567e-01 1.908747970023894069e-01
1.067408005286382888e+01 4.715700848398969303e-01 1.351494800344137381e-01
1.065793000469669138e+01 4.777459551642009306e-01 1.427067762343772195e-01
1.086151116416927920e+01 4.426046342843733550e-01 1.880677162820507675e-01
1.095326264944729822e+01 4.247373949931330661e-01 1.941676373051506310e-01
1.069169901597140893e+01 4.691310592076318176e-01 1.448820602717639794e-01
1.065313137448449687e+01 4.759497724538666041e-01 1.328527282311688928e-01
1.093452116255200579e+01 4.292329961621602630e-01 1.946731981674449941e-01
1.068985567432226524e+01 4.703679557323247051e-01 1.501422458562600148e-01
1.090896928433406821e+01 4.339588056603831956e-01 1.897223182652778561e-01
1.058596042454527009e+01 4.889851790614390681e-01 1.291435914007417196e-01
1.062618021645453936e+01 4.844207747326757518e-01 1.471921705444234618e-01
1.059717361513527045e+01 4.856435897254083311e-01 1.214976723422531713e-01
1.086800715554690910e+01 4.407629059046339060e-01 1.857421900128515269e-01
1.089485843726182424e+01 4.342505078680948816e-01 1.774560145895960339e-01
1.095096522478894130e+01 4.273732639647669362e-01 2.085773568440716375e-01
1.095851220629923084e+01 4.234250589045916446e-01 2.001433502602596448e-01
1.090767656110099182e+01 4.347249281879090321e-01 1.988724485595727565e-01
1.090264609239504168e+01 4.348502760776034592e-01 1.912030265819999464e-01
1.092450449526430667e+01 4.302919523642603217e-01 1.922608360124513638e-01
1.064607759280813681e+01 4.799392763075553958e-01 1.455837343029755537e-01
1.068364067316865373e+01 4.712159195920841981e-01 1.486720054213397368e-01
1.048464255306983262e+01 5.060441422147246016e-01 1.151264284492108381e-01
1.060157222274108335e+01 4.891366567824611544e-01 1.449526471367743596e-01
1.065370673097596210e+01 4.767529062491274727e-01 1.400974740871636648e-01
1.062786113039329727e+01 4.838870083007429379e-01 1.429159860790902847e-01
1.094660879035411227e+01 4.264431651209358298e-01 1.983022811851782308e-01
1.087750742443750696e+01 4.394630422041101991e-01 1.863037375758365144e-01
1.094365142905346744e+01 4.273782596080605845e-01 1.922837685452813972e-01
1.065563397921622268e+01 4.783426408053513823e-01 1.475992163985719863e-01
1.072748956119720454e+01 4.615853851802403374e-01 1.545780053374548046e-01
1.083676462666462825e+01 4.468483670391283358e-01 1.844582918402553062e-01
1.067249670621436231e+01 4.757018049820671557e-01 1.560954446092384096e-01
1.089038649036865714e+01 4.335319621809740065e-01 1.705428092371383819e-01
1.089351471476930655e+01 4.358753538298197894e-01 1.857694573490373813e-01
1.061513541543250305e+01 4.830494136840858266e-01 1.223842074733725305e-01
1.063476038909014498e+01 4.819998235507865769e-01 1.386950519119301006e-01
1.067917064424785778e+01 4.724824555333707043e-01 1.457673932713312581e-01
1.072158121179013790e+01 4.641449545791595521e-01 1.572752323075414793e-01
1.092020031715748907e+01 4.336243741317788447e-01 2.021699132933880705e-01
1.092254197936418336e+01 4.311104968511317304e-01 1.910944515059256332e-01
1.092315588246913727e+01 4.330375827482858542e-01 1.988624730808474794e-01
1.090756969364144702e+01 4.347238107166451759e-01 1.954152766437964317e-01
1.068569945656421893e+01 4.714329076224058612e-01 1.470031701525038592e-01
1.093354516560948753e+01 4.302875570644306702e-01 1.997293575290148837e-01
1.069710762055062325e+01 4.706265987895272840e-01 1.610490239106825427e-01
1.059725703114153816e+01 4.874787007925840410e-01 1.289624101707498305e-01
1.054964066188000871e+01 4.952177698586658905e-01 1.233433380657520395e-01
1.057250628636736600e+01 4.921494212815275549e-01 1.322671603990110967e-01
1.057539772739941419e+01 4.895698984559062050e-01 1.189951197691128115e-01
1.096437487253299992e+01 4.254172331740413981e-01 2.138107840788019409e-01
1.064150539929941175e+01 4.794046107733300754e-01 1.316552320378621133e-01
1.045387247111437468e+01 5.098521250990700748e-01 8.703733144903313956e-02
1.094764270657617544e+01 4.282165017455633049e-01 2.083231080976117866e-01
1.090402381184220459e+01 4.356587693753176671e-01 1.951349600551086638e-01
1.066627564166542896e+01 4.736989324457234751e-01 1.366601035820704801e-01
1.083590821178297858e+01 4.481919577744950534e-01 1.906556721412182576e-01
1.089276161821483058e+01 4.367854247141076396e-01 1.866884731561904154e-01
1.095336231282300332e+01 4.241541031055834354e-01 1.930138188566985491e-01
1.087067474659555977e+01 4.389277381784072452e-01 1.799438192366000777e-01
1.086469676032155718e+01 4.421910845144626512e-01 1.883923680732713102e-01
1.066870546103237949e+01 4.749502819034374657e-01 1.414502970418629602e-01
1.089322391098302489e+01 4.355690222926181243e-01 1.836587675138816600e-01
1.073683102862989358e+01 4.632539385854785308e-01 1.745669157264320148e-01
1.056995230351852832e+01 4.902222143092037632e-01 1.244036848568508269e-01
1.089514459827795179e+01 4.379461034768434846e-01 1.964178848648772124e-01
1.090767656110099182e+01 4.347249281879090321e-01 1.988724485595727565e-01
1.090548808461816677e+01 4.368313088244349385e-01 2.039356705953272453e-01
1.062610142902847876e+01 4.850822479675979682e-01 1.484550726278053290e-01
1.087669044822094477e+01 4.415907949909449459e-01 1.966197734827312971e-01
1.069967052009253905e+01 4.671395157939617349e-01 1.474516988121608030e-01
1.065103117502555641e+01 4.759481952030301666e-01 1.272128310712821175e-01
1.061061526129806509e+01 4.852468276889240206e-01 1.345982840847503859e-01
1.089935176895873248e+01 4.378642910506954644e-01 2.001315740144149480e-01
1.064607759280813681e+01 4.799392763075553958e-01 1.455837343029755537e-01
1.061422020662793919e+01 4.817986890482942042e-01 1.202617671402852473e-01
1.064846292347789714e+01 4.763571369479933648e-01 1.312047096443986760e-01
1.090359845332472055e+01 4.360804433487054377e-01 1.985307274054317617e-01
1.066486260324116486e+01 4.763177286713850545e-01 1.448586965251630332e-01
1.085690927378671766e+01 4.416536290459905922e-01 1.765682392769898357e-01
1.089259682221487679e+01 4.381967268353300082e-01 1.978024941312384044e-01
1.064585402776547696e+01 4.798739395619419090e-01 1.425073295406247276e-01
1.060850146109469527e+01 4.849213913725909375e-01 1.276998761343635103e-01
1.096585669946665220e+01 4.226180167205369487e-01 2.042035167560953823e-01
1.090949774126423577e+01 4.342071935407099681e-01 1.919074788435026768e-01
1.091760712519941556e+01 4.328349836825542973e-01 1.963854220398100203e-01
1.066136844823285301e+01 4.743442348428890676e-01 1.334540573544789055e-01
1.087211102807245489e+01 4.436583258532571516e-01 2.041001068156154119e-01
1.063277022111365078e+01 4.801667897089802461e-01 1.342861315562067226e-01
1.066384498141072079e+01 4.751403760021757905e-01 1.431450347113694122e-01
1.090318908083960636e+01 4.364992994996561015e-01 2.051564756011883262e-01
1.083853484122600541e+01 4.469644721113331109e-01 1.889142153509704158e-01
1.089580085347776262e+01 4.391360140442142623e-01 2.042275527018651005e-01
1.087463826254663068e+01 4.394597740647573358e-01 1.824541382795672462e-01
1.066116264737319952e+01 4.774038253869959947e-01 1.471377765141070881e-01
1.064454162588679154e+01 4.802257428633767145e-01 1.413553720042362016e-01
1.090896928433406821e+01 4.339588056603831956e-01 1.897223182652778561e-01
1.092315588246913727e+01 4.330375827482858542e-01 1.988624730808474794e-01
1.065313137448449687e+01 4.759497724538666041e-01 1.328527282311688928e-01
1.060828068719486161e+01 4.859525665737887690e-01 1.359337729756164848e-01
1.073566312479285401e+01 4.635001487255998587e-01 1.714186522863521134e-01
1.086079293237430576e+01 4.418159498706824562e-01 1.819991922462533829e-01
1.097087181160564739e+01 4.224113035883761968e-01 2.105674700203374883e-01
1.061987523390328114e+01 4.848547510913643332e-01 1.387325922884463658e-01
1.060053926404037838e+01 4.862167077472936971e-01 1.241916484001821530e-01
1.092335883736590496e+01 4.311613364297123274e-01 1.930152160395839367e-01
1.059846256521666596e+01 4.878945015312511346e-01 1.312596253743114616e-01
1.094983244468894945e+01 4.272143685655093170e-01 2.069705922905558104e-01
1.085537562536634049e+01 4.414480007819629459e-01 1.726265269409501535e-01
1.082676798276249563e+01 4.467574680990473723e-01 1.693817707522509153e-01
1.090571183744672545e+01 4.345791841695297308e-01 1.934708207400830382e-01
1.090822849469931022e+01 4.349841407547347938e-01 1.971598752642877983e-01
1.082806863261954433e+01 4.490108701517341316e-01 1.831971793786468794e-01
1.093053595037430625e+01 4.325185455701935910e-01 2.067510338779428025e-01
1.097853343432802298e+01 4.190716587846360364e-01 2.034921512517793296e-01
1.091578182829068489e+01 4.328256155954968154e-01 1.913947476708868223e-01
1.062041443876147007e+01 4.840456715239513374e-01 1.385380918208003465e-01
1.075225322497613867e+01 4.588234669922860998e-01 1.730754023641494221e-01
1.067428349452864822e+01 4.726155542729358339e-01 1.367818473331796625e-01
1.062168047832859585e+01 4.839327947612660497e-01 1.378089087344784858e-01
1.092976233853947932e+01 4.319794121852432167e-01 2.074673896654903871e-01
1.071076250552995823e+01 4.658475248266975566e-01 1.503968125520396271e-01
1.089267631492325172e+01 4.356365795318125622e-01 1.830280056452449067e-01
1.065043068261170056e+01 4.754168629630913245e-01 1.235338547829520905e-01
1.067249670621436231e+01 4.757018049820671557e-01 1.560954446092384096e-01
1.088625403171477579e+01 4.385805457131800589e-01 1.906358098886560271e-01
1.065361294533180114e+01 4.802925852871846035e-01 1.549636987405058619e-01
1.063792101580122917e+01 4.839397653956444278e-01 1.605030355337588865e-01
1.094130605378111021e+01 4.266422716107928781e-01 1.881622713586330597e-01
1.083924801959976847e+01 4.484469256332836440e-01 1.965716236304828612e-01
1.060859537388498097e+01 4.840969518911251712e-01 1.207462288081426749e-01
1.094660879035411227e+01 4.264431651209358298e-01 1.983022811851782308e-01
1.056028961890591944e+01 4.943675281974816982e-01 1.305324707962198794e-01
1.088141864073690179e+01 4.397953229496638361e-01 1.934344503876745947e-01
1.064124696626074673e+01 4.808917251389234759e-01 1.442131441969274341e-01
1.052367298496675652e+01 5.001085535382145952e-01 1.247100300144445839e-01
1.095269797971326753e+01 4.262469186651582365e-01 2.043737039800088695e-01
1.061684776343249048e+01 4.829600005058719003e-01 1.307514365228845676e-01
1.068536502377453523e+01 4.696349675220145015e-01 1.404461661333584743e-01
1.093293484732399534e+01 4.311800206841899796e-01 2.036690652673671664e-01
1.097395970286083688e+01 4.221834217472312800e-01 2.081514478278334579e-01
1.087236712262284399e+01 4.369662238419612099e-01 1.716159721748469202e-01
1.065186665518340980e+01 4.785468136348594026e-01 1.443876717497349915e-01
1.067966417377034816e+01 4.718297009539322295e-01 1.408777290065450494e-01
1.084489437095800035e+01 4.410061481231676295e-01 1.689684362597878575e-01
1.094629663360965921e+01 4.286094197687941310e-01 2.063905335818327913e-01
1.105091022903352282e+01 4.109958514576294020e-01 2.334747570835613573e-01
1.048900032460831433e+01 5.065226187131651736e-01 1.200603224427538862e-01
1.092442974223683549e+01 4.306353289667931850e-01 1.940235510886014758e-01
1.090902867831283629e+01 4.353434907171766510e-01 1.965626545597034536e-01
1.095551196823431717e+01 4.256932383384358087e-01 2.013106121648537972e-01
1.063344593091848544e+01 4.828896101488018844e-01 1.423783344642970405e-01
1.067115002477193642e+01 4.760058438183113472e-01 1.546333689775765130e-01
1.062708622182258367e+01 4.833272443116533035e-01 1.434480205936963237e-01
1.067336069239592788e+01 4.723196761751162209e-01 1.376515603942651822e-01
1.067268680097097366e+01 4.748877654754648514e-01 1.485729772704895701e-01
1.091876248124928139e+01 4.320147075156607896e-01 1.950687299190052570e-01
1.089310942232880031e+01 4.390767392385676038e-01 1.981719690359660113e-01
1.067336069239592788e+01 4.723196761751162209e-01 1.376515603942651822e-01
1.091876248124928139e+01 4.320147075156607896e-01 1.950687299190052570e-01
1.065988464221002729e+01 4.769607158103056355e-01 1.480679866767031783e-01
1.087706732293319867e+01 4.395488642772216181e-01 1.880895807839508826e-01
1.094428774865678022e+01 4.254107667561816686e-01 1.909035831462064792e-01
1.065011095623260928e+01 4.792200357345470230e-01 1.431415478211595094e-01
1.064098221252154275e+01 4.824364409403539833e-01 1.490446252948105510e-01
1.062492150434812466e+01 4.830144824701148032e-01 1.364462724879911271e-01
1.061813693183219520e+01 4.853308463828162611e-01 1.452724074576221547e-01
1.097338812832436972e+01 4.229970718948711794e-01 2.133755357436557532e-01
1.083514117703889390e+01 4.474257451916610062e-01 1.881446233786157052e-01
1.067880049746156956e+01 4.719816135456053607e-01 1.431313273384002827e-01
1.089985787193307942e+01 4.347189658622612196e-01 1.830612034381196018e-01
1.089927964738249599e+01 4.364257736058071435e-01 1.914818306331431685e-01
1.085900805206798658e+01 4.417400768772465902e-01 1.784984110368448285e-01
1.092602846583851672e+01 4.281496283076063891e-01 1.813182986755021986e-01
1.056675701170499870e+01 4.912774645549749519e-01 1.216120002210416828e-01
1.071842410711965599e+01 4.635146048205583957e-01 1.479539529342677184e-01
1.068157675111237026e+01 4.731276919806137182e-01 1.477375304460726291e-01
1.061328483680192214e+01 4.839830377552270524e-01 1.309115972799066441e-01
1.090264609239504168e+01 4.348502760776034592e-01 1.912030265819999464e-01
1.063736708220070781e+01 4.814788096510494997e-01 1.436592539188250583e-01
1.065058415019102256e+01 4.795756096803034385e-01 1.429487043428903092e-01
1.072578925440838304e+01 4.614764450527347184e-01 1.568101449604943909e-01
1.092790237068418868e+01 4.328178462978320984e-01 2.037131755738701422e-01
1.091160734556834555e+01 4.311460760228615352e-01 1.794322115439803689e-01
