weight logl t0 tau logZsun
0.000000000000000000e+00 -1.338683125000000000e+06 9.235028714694882845e-01 7.440263213950740750e-01 2.620067910523409260e-01
0.000000000000000000e+00 -1.321887875000000000e+06 9.157045715788747486e-01 4.859917490014150632e-01 6.727337875117234134e-02
0.000000000000000000e+00 -1.308644750000000000e+06 9.364865712267628206e-01 3.275753569887294159e-01 2.452655631995470653e-02
0.000000000000000000e+00 -1.288989000000000000e+06 9.594028938606894430e-01 2.872676110907920188e-01 2.709041069514629418e-01
0.000000000000000000e+00 -1.286312000000000000e+06 9.717394868141903119e-01 4.647602705960078850e-01 8.437162798056536683e-01
0.000000000000000000e+00 -1.279253625000000000e+06 9.800819022411354497e-01 3.169424250866409443e-01 7.541535740190847825e-01
0.000000000000000000e+00 -1.279070625000000000e+06 9.625965543061383300e-01 9.791166110232544240e-01 7.968362565493842808e-01
0.000000000000000000e+00 -1.265576875000000000e+06 9.154534633154723933e-01 5.546429350484762821e-01 1.702976422302143744e-01
0.000000000000000000e+00 -1.263617250000000000e+06 9.944446976180268960e-01 1.034755998247007813e-01 6.468760683286990387e-01
0.000000000000000000e+00 -1.241986500000000000e+06 9.267713252235396659e-01 9.200309035395515256e-01 9.792449061263741594e-01
0.000000000000000000e+00 -1.231493250000000000e+06 9.331780412924967072e-01 2.954203626888211032e-01 2.242068167984256899e-02
0.000000000000000000e+00 -1.220530375000000000e+06 9.758950177101539669e-01 3.202924611981762260e-01 8.166489030998587140e-01
0.000000000000000000e+00 -1.219332375000000000e+06 9.567332550240941202e-01 3.775937814665496495e-01 3.707425159516066770e-01
0.000000000000000000e+00 -1.214491000000000000e+06 9.744306177782614542e-01 8.395620838161180766e-01 5.992180877291212182e-01
0.000000000000000000e+00 -1.213776500000000000e+06 9.790905189883905013e-01 2.664189173363492591e-01 7.892786552940357359e-01
0.000000000000000000e+00 -1.203779500000000000e+06 9.754733139938279729e-01 4.018809574740791479e-01 5.394357746656872621e-01
0.000000000000000000e+00 -1.196927250000000000e+06 9.150009539242025536e-01 5.877901599087795859e-01 2.680826816860838457e-01
0.000000000000000000e+00 -1.193633750000000000e+06 8.873650706571489799e-01 5.474290647950617039e-01 5.169408496129579422e-02
0.000000000000000000e+00 -1.190912750000000000e+06 9.349825536163917095e-01 9.171349292491055571e-01 4.300065160019248545e-01
0.000000000000000000e+00 -1.190480875000000000e+06 9.208449121372961343e-01 8.883134384174208309e-01 9.721874684901939956e-01
0.000000000000000000e+00 -1.184131625000000000e+06 9.129841934066726949e-01 8.214411008005108039e-01 3.390991218773361515e-01
0.000000000000000000e+00 -1.175241750000000000e+06 8.685279612053594667e-01 9.381549729545715088e-01 1.952543602063888661e-01
0.000000000000000000e+00 -1.170716500000000000e+06 9.922630521676756299e-01 1.014886111698078963e-01 5.686857077787428327e-01
0.000000000000000000e+00 -1.164756375000000000e+06 9.331062086829049473e-01 6.089312306517281614e-01 3.887762873026935351e-01
0.000000000000000000e+00 -1.152530500000000000e+06 9.726044721078617172e-01 4.554119229746663722e-01 5.775581152877747870e-01
0.000000000000000000e+00 -1.148222625000000000e+06 9.457358923440069010e-01 9.989808868573820666e-01 5.103223926205863181e-01
0.000000000000000000e+00 -1.128382875000000000e+06 9.720966390716574423e-01 2.874373563838444889e-01 7.218364730542594643e-01
0.000000000000000000e+00 -1.121426500000000000e+06 8.958164419806439183e-01 6.287819051861255337e-01 2.559367045574594268e-01
0.000000000000000000e+00 -1.121342375000000000e+06 8.553375750461807980e-01 6.454407911614642446e-01 5.360153019900526505e-02
